location_id,district,year,dispute_type,count,status
9,Kanniyakumari,2023,Ownership/Title Dispute,22,Pending
9,Kanniyakumari,2023,Partition Suit,16,Pending
9,Kanniyakumari,2023,Encroachment,12,Disposed
9,Kanniyakumari,2023,Tenancy Dispute,12,Pending
9,Kanniyakumari,2023,Land Acquisition Compensation,13,Disposed
9,Kanniyakumari,2024,Boundary Dispute,12,Under Appeal
9,Kanniyakumari,2024,Ownership/Title Dispute,17,Pending
9,Kanniyakumari,2024,Partition Suit,21,Pending
9,Kanniyakumari,2024,Encroachment,21,Under Appeal
9,Kanniyakumari,2024,Tenancy Dispute,18,Disposed
9,Kanniyakumari,2024,Land Acquisition Compensation,10,Pending
10,Karur,2021,Boundary Dispute,12,Pending
10,Karur,2021,Ownership/Title Dispute,21,Pending
10,Karur,2021,Partition Suit,10,Under Appeal
10,Karur,2021,Encroachment,14,Disposed
10,Karur,2021,Tenancy Dispute,12,Pending
10,Karur,2021,Land Acquisition Compensation,9,Disposed
10,Karur,2022,Boundary Dispute,14,Under Appeal
10,Karur,2022,Ownership/Title Dispute,15,Disposed
10,Karur,2022,Partition Suit,12,Pending
10,Karur,2022,Encroachment,18,Pending
10,Karur,2022,Tenancy Dispute,24,Pending
10,Karur,2022,Land Acquisition Compensation,10,Pending
10,Karur,2023,Boundary Dispute,10,Under Appeal
10,Karur,2023,Ownership/Title Dispute,20,Disposed
10,Karur,2023,Partition Suit,14,Pending
10,Karur,2023,Encroachment,12,Under Appeal
10,Karur,2023,Tenancy Dispute,17,Pending
10,Karur,2023,Land Acquisition Compensation,14,Disposed
10,Karur,2024,Boundary Dispute,11,Disposed
10,Karur,2024,Ownership/Title Dispute,10,Pending
10,Karur,2024,Partition Suit,8,Pending
10,Karur,2024,Encroachment,19,Pending
10,Karur,2024,Tenancy Dispute,15,Pending
10,Karur,2024,Land Acquisition Compensation,19,Disposed
11,Krishnagiri,2021,Boundary Dispute,13,Pending
11,Krishnagiri,2021,Ownership/Title Dispute,18,Pending
11,Krishnagiri,2021,Partition Suit,8,Pending
11,Krishnagiri,2021,Encroachment,16,Under Appeal
11,Krishnagiri,2021,Tenancy Dispute,17,Pending
11,Krishnagiri,2021,Land Acquisition Compensation,19,Pending
11,Krishnagiri,2022,Boundary Dispute,13,Disposed
11,Krishnagiri,2022,Ownership/Title Dispute,10,Under Appeal
11,Krishnagiri,2022,Partition Suit,17,Pending
11,Krishnagiri,2022,Encroachment,20,Under Appeal
11,Krishnagiri,2022,Tenancy Dispute,10,Pending
11,Krishnagiri,2022,Land Acquisition Compensation,14,Pending
11,Krishnagiri,2023,Boundary Dispute,17,Pending
11,Krishnagiri,2023,Ownership/Title Dispute,19,Pending
11,Krishnagiri,2023,Partition Suit,13,Pending
11,Krishnagiri,2023,Encroachment,16,Pending
11,Krishnagiri,2023,Tenancy Dispute,14,Pending
11,Krishnagiri,2023,Land Acquisition Compensation,16,Disposed
11,Krishnagiri,2024,Boundary Dispute,19,Pending
11,Krishnagiri,2024,Ownership/Title Dispute,14,Pending
11,Krishnagiri,2024,Partition Suit,12,Disposed
11,Krishnagiri,2024,Encroachment,17,Disposed
11,Krishnagiri,2024,Tenancy Dispute,10,Pending
11,Krishnagiri,2024,Land Acquisition Compensation,16,Pending
12,Madurai,2021,Boundary Dispute,28,Disposed
12,Madurai,2021,Ownership/Title Dispute,34,Disposed
12,Madurai,2021,Partition Suit,24,Pending
12,Madurai,2021,Encroachment,25,Disposed
12,Madurai,2021,Tenancy Dispute,26,Pending
12,Madurai,2021,Land Acquisition Compensation,24,Pending
12,Madurai,2022,Boundary Dispute,25,Disposed
12,Madurai,2022,Ownership/Title Dispute,29,Pending
12,Madurai,2022,Partition Suit,22,Disposed
12,Madurai,2022,Encroachment,32,Disposed
12,Madurai,2022,Tenancy Dispute,25,Under Appeal
12,Madurai,2022,Land Acquisition Compensation,23,Pending
12,Madurai,2023,Boundary Dispute,21,Disposed
12,Madurai,2023,Ownership/Title Dispute,27,Pending
12,Madurai,2023,Partition Suit,25,Pending
12,Madurai,2023,Encroachment,25,Disposed
12,Madurai,2023,Tenancy Dispute,24,Pending
12,Madurai,2023,Land Acquisition Compensation,27,Pending
12,Madurai,2024,Boundary Dispute,33,Pending
12,Madurai,2024,Ownership/Title Dispute,23,Under Appeal
12,Madurai,2024,Partition Suit,18,Disposed
12,Madurai,2024,Encroachment,29,Disposed
12,Madurai,2024,Tenancy Dispute,24,Under Appeal
12,Madurai,2024,Land Acquisition Compensation,28,Pending
13,Nagapattinam,2021,Boundary Dispute,13,Disposed
13,Nagapattinam,2021,Ownership/Title Dispute,11,Under Appeal
13,Nagapattinam,2021,Partition Suit,15,Disposed
13,Nagapattinam,2021,Encroachment,17,Pending
13,Nagapattinam,2021,Tenancy Dispute,20,Pending
13,Nagapattinam,2021,Land Acquisition Compensation,19,Pending
13,Nagapattinam,2022,Boundary Dispute,12,Pending
13,Nagapattinam,2022,Ownership/Title Dispute,18,Pending
13,Nagapattinam,2022,Partition Suit,8,Pending
13,Nagapattinam,2022,Encroachment,6,Disposed
13,Nagapattinam,2022,Tenancy Dispute,16,Disposed
13,Nagapattinam,2022,Land Acquisition Compensation,10,Disposed
13,Nagapattinam,2023,Boundary Dispute,16,Pending
13,Nagapattinam,2023,Ownership/Title Dispute,19,Disposed
13,Nagapattinam,2023,Partition Suit,16,Disposed
13,Nagapattinam,2023,Encroachment,20,Pending
13,Nagapattinam,2023,Tenancy Dispute,20,Disposed
13,Nagapattinam,2023,Land Acquisition Compensation,11,Under Appeal
13,Nagapattinam,2024,Boundary Dispute,15,Pending
13,Nagapattinam,2024,Ownership/Title Dispute,10,Under Appeal
13,Nagapattinam,2024,Partition Suit,14,Pending
13,Nagapattinam,2024,Encroachment,11,Pending
13,Nagapattinam,2024,Tenancy Dispute,17,Under Appeal
13,Nagapattinam,2024,Land Acquisition Compensation,18,Disposed
14,Namakkal,2021,Boundary Dispute,20,Pending
14,Namakkal,2021,Ownership/Title Dispute,20,Pending
14,Namakkal,2021,Partition Suit,17,Pending
14,Namakkal,2021,Encroachment,13,Pending
14,Namakkal,2021,Tenancy Dispute,22,Pending
14,Namakkal,2021,Land Acquisition Compensation,12,Pending
14,Namakkal,2022,Boundary Dispute,12,Disposed
14,Namakkal,2022,Ownership/Title Dispute,21,Pending
14,Namakkal,2022,Partition Suit,17,Disposed
14,Namakkal,2022,Encroachment,17,Pending
14,Namakkal,2022,Tenancy Dispute,13,Pending
14,Namakkal,2022,Land Acquisition Compensation,14,Pending
14,Namakkal,2023,Boundary Dispute,11,Disposed
14,Namakkal,2023,Ownership/Title Dispute,12,Pending
14,Namakkal,2023,Partition Suit,20,Pending
14,Namakkal,2023,Encroachment,21,Under Appeal
14,Namakkal,2023,Tenancy Dispute,12,Disposed
14,Namakkal,2023,Land Acquisition Compensation,19,Under Appeal
14,Namakkal,2024,Boundary Dispute,14,Pending
14,Namakkal,2024,Ownership/Title Dispute,19,Pending
14,Namakkal,2024,Partition Suit,17,Pending
14,Namakkal,2024,Encroachment,15,Disposed
14,Namakkal,2024,Tenancy Dispute,12,Pending
14,Namakkal,2024,Land Acquisition Compensation,12,Pending
15,Perambalur,2021,Boundary Dispute,14,Pending
15,Perambalur,2021,Ownership/Title Dispute,13,Under Appeal
15,Perambalur,2021,Partition Suit,16,Disposed
15,Perambalur,2021,Encroachment,11,Pending
15,Perambalur,2021,Tenancy Dispute,12,Pending
15,Perambalur,2021,Land Acquisition Compensation,16,Under Appeal
15,Perambalur,2022,Boundary Dispute,12,Disposed
15,Perambalur,2022,Ownership/Title Dispute,9,Disposed
15,Perambalur,2022,Partition Suit,11,Pending
15,Perambalur,2022,Encroachment,16,Pending
15,Perambalur,2022,Tenancy Dispute,14,Disposed
15,Perambalur,2022,Land Acquisition Compensation,19,Pending
15,Perambalur,2023,Boundary Dispute,24,Pending
15,Perambalur,2023,Ownership/Title Dispute,13,Under Appeal
15,Perambalur,2023,Partition Suit,12,Disposed
15,Perambalur,2023,Encroachment,12,Disposed
15,Perambalur,2023,Tenancy Dispute,9,Pending
15,Perambalur,2023,Land Acquisition Compensation,12,Disposed
15,Perambalur,2024,Boundary Dispute,10,Pending
15,Perambalur,2024,Ownership/Title Dispute,22,Disposed
15,Perambalur,2024,Partition Suit,13,Pending
15,Perambalur,2024,Encroachment,18,Pending
15,Perambalur,2024,Tenancy Dispute,17,Disposed
15,Perambalur,2024,Land Acquisition Compensation,19,Under Appeal
16,Pudukkottai,2021,Boundary Dispute,19,Pending
16,Pudukkottai,2021,Ownership/Title Dispute,11,Pending
16,Pudukkottai,2021,Partition Suit,16,Pending
16,Pudukkottai,2021,Encroachment,11,Pending
16,Pudukkottai,2021,Tenancy Dispute,18,Pending
16,Pudukkottai,2021,Land Acquisition Compensation,14,Pending
16,Pudukkottai,2022,Boundary Dispute,15,Pending
16,Pudukkottai,2022,Ownership/Title Dispute,12,Pending
16,Pudukkottai,2022,Partition Suit,19,Pending
16,Pudukkottai,2022,Encroachment,10,Pending
16,Pudukkottai,2022,Tenancy Dispute,14,Disposed
16,Pudukkottai,2022,Land Acquisition Compensation,12,Pending
16,Pudukkottai,2023,Boundary Dispute,11,Pending
16,Pudukkottai,2023,Ownership/Title Dispute,17,Pending
16,Pudukkottai,2023,Partition Suit,12,Pending
16,Pudukkottai,2023,Encroachment,12,Pending
16,Pudukkottai,2023,Tenancy Dispute,12,Pending
16,Pudukkottai,2023,Land Acquisition Compensation,15,Pending
16,Pudukkottai,2024,Boundary Dispute,17,Disposed
16,Pudukkottai,2024,Ownership/Title Dispute,11,Disposed
16,Pudukkottai,2024,Partition Suit,15,Pending
16,Pudukkottai,2024,Encroachment,10,Pending
16,Pudukkottai,2024,Tenancy Dispute,21,Under Appeal
16,Pudukkottai,2024,Land Acquisition Compensation,17,Pending
17,Ramanathapuram,2021,Boundary Dispute,9,Disposed
17,Ramanathapuram,2021,Ownership/Title Dispute,18,Pending
17,Ramanathapuram,2021,Partition Suit,19,Pending
17,Ramanathapuram,2021,Encroachment,18,Disposed
17,Ramanathapuram,2021,Tenancy Dispute,11,Pending
17,Ramanathapuram,2021,Land Acquisition Compensation,15,Pending
17,Ramanathapuram,2022,Boundary Dispute,12,Disposed
17,Ramanathapuram,2022,Ownership/Title Dispute,9,Under Appeal
17,Ramanathapuram,2022,Partition Suit,16,Pending
17,Ramanathapuram,2022,Encroachment,16,Disposed
17,Ramanathapuram,2022,Tenancy Dispute,18,Disposed
17,Ramanathapuram,2022,Land Acquisition Compensation,17,Disposed
17,Ramanathapuram,2023,Boundary Dispute,20,Pending
17,Ramanathapuram,2023,Ownership/Title Dispute,16,Pending
17,Ramanathapuram,2023,Partition Suit,8,Pending
17,Ramanathapuram,2023,Encroachment,14,Pending
17,Ramanathapuram,2023,Tenancy Dispute,12,Pending
17,Ramanathapuram,2023,Land Acquisition Compensation,10,Disposed
17,Ramanathapuram,2024,Boundary Dispute,24,Pending
17,Ramanathapuram,2024,Ownership/Title Dispute,19,Pending
17,Ramanathapuram,2024,Partition Suit,20,Pending
17,Ramanathapuram,2024,Encroachment,10,Disposed
17,Ramanathapuram,2024,Tenancy Dispute,21,Disposed
17,Ramanathapuram,2024,Land Acquisition Compensation,9,Disposed
18,Salem,2021,Boundary Dispute,28,Pending
18,Salem,2021,Ownership/Title Dispute,23,Pending
18,Salem,2021,Partition Suit,17,Pending
18,Salem,2021,Encroachment,28,Pending
18,Salem,2021,Tenancy Dispute,16,Pending
18,Salem,2021,Land Acquisition Compensation,27,Pending
18,Salem,2022,Boundary Dispute,15,Pending
18,Salem,2022,Ownership/Title Dispute,26,Under Appeal
18,Salem,2022,Partition Suit,21,Under Appeal
18,Salem,2022,Encroachment,17,Pending
18,Salem,2022,Tenancy Dispute,21,Pending
18,Salem,2022,Land Acquisition Compensation,18,Under Appeal
18,Salem,2023,Boundary Dispute,22,Pending
18,Salem,2023,Ownership/Title Dispute,20,Pending
18,Salem,2023,Partition Suit,23,Pending
18,Salem,2023,Encroachment,21,Pending
18,Salem,2023,Tenancy Dispute,19,Pending
18,Salem,2023,Land Acquisition Compensation,26,Pending
18,Salem,2024,Boundary Dispute,18,Pending
18,Salem,2024,Ownership/Title Dispute,18,Pending
18,Salem,2024,Partition Suit,27,Pending
18,Salem,2024,Encroachment,21,Pending
18,Salem,2024,Tenancy Dispute,25,Pending
18,Salem,2024,Land Acquisition Compensation,25,Pending
19,Sivaganga,2021,Boundary Dispute,14,Pending
19,Sivaganga,2021,Ownership/Title Dispute,15,Pending
19,Sivaganga,2021,Partition Suit,21,Pending
19,Sivaganga,2021,Encroachment,15,Pending
19,Sivaganga,2021,Tenancy Dispute,20,Disposed
19,Sivaganga,2021,Land Acquisition Compensation,20,Pending
19,Sivaganga,2022,Boundary Dispute,13,Disposed
19,Sivaganga,2022,Ownership/Title Dispute,15,Disposed
19,Sivaganga,2022,Partition Suit,28,Disposed
19,Sivaganga,2022,Encroachment,16,Disposed
19,Sivaganga,2022,Tenancy Dispute,11,Pending
19,Sivaganga,2022,Land Acquisition Compensation,12,Pending
19,Sivaganga,2023,Boundary Dispute,10,Under Appeal
19,Sivaganga,2023,Ownership/Title Dispute,13,Pending
19,Sivaganga,2023,Partition Suit,18,Disposed
19,Sivaganga,2023,Encroachment,9,Disposed
19,Sivaganga,2023,Tenancy Dispute,19,Pending
19,Sivaganga,2023,Land Acquisition Compensation,18,Disposed
19,Sivaganga,2024,Boundary Dispute,13,Disposed
19,Sivaganga,2024,Ownership/Title Dispute,16,Disposed
19,Sivaganga,2024,Partition Suit,10,Disposed
19,Sivaganga,2024,Encroachment,18,Disposed
19,Sivaganga,2024,Tenancy Dispute,7,Pending
19,Sivaganga,2024,Land Acquisition Compensation,13,Pending
20,Thanjavur,2021,Boundary Dispute,16,Pending
20,Thanjavur,2021,Ownership/Title Dispute,10,Disposed
20,Thanjavur,2021,Partition Suit,14,Disposed
20,Thanjavur,2021,Encroachment,18,Disposed
20,Thanjavur,2021,Tenancy Dispute,16,Disposed
20,Thanjavur,2021,Land Acquisition Compensation,16,Disposed
20,Thanjavur,2022,Boundary Dispute,21,Disposed
20,Thanjavur,2022,Ownership/Title Dispute,14,Disposed
20,Thanjavur,2022,Partition Suit,14,Pending
20,Thanjavur,2022,Encroachment,10,Pending
20,Thanjavur,2022,Tenancy Dispute,17,Pending
20,Thanjavur,2022,Land Acquisition Compensation,14,Pending
20,Thanjavur,2023,Boundary Dispute,12,Pending
20,Thanjavur,2023,Ownership/Title Dispute,15,Disposed
20,Thanjavur,2023,Partition Suit,8,Disposed
20,Thanjavur,2023,Encroachment,16,Disposed
20,Thanjavur,2023,Tenancy Dispute,12,Disposed
20,Thanjavur,2023,Land Acquisition Compensation,15,Disposed
20,Thanjavur,2024,Boundary Dispute,17,Pending
20,Thanjavur,2024,Ownership/Title Dispute,17,Pending
20,Thanjavur,2024,Partition Suit,17,Disposed
20,Thanjavur,2024,Encroachment,14,Disposed
20,Thanjavur,2024,Tenancy Dispute,15,Pending
20,Thanjavur,2024,Land Acquisition Compensation,14,Pending
21,The Nilgiris,2021,Boundary Dispute,19,Disposed
21,The Nilgiris,2021,Ownership/Title Dispute,16,Pending
21,The Nilgiris,2021,Partition Suit,12,Disposed
21,The Nilgiris,2021,Encroachment,18,Pending
21,The Nilgiris,2021,Tenancy Dispute,16,Pending
21,The Nilgiris,2021,Land Acquisition Compensation,11,Pending
21,The Nilgiris,2022,Boundary Dispute,10,Disposed
21,The Nilgiris,2022,Ownership/Title Dispute,22,Pending
21,The Nilgiris,2022,Partition Suit,10,Disposed
21,The Nilgiris,2022,Encroachment,15,Under Appeal
21,The Nilgiris,2022,Tenancy Dispute,11,Pending
21,The Nilgiris,2022,Land Acquisition Compensation,11,Pending
21,The Nilgiris,2023,Boundary Dispute,17,Pending
21,The Nilgiris,2023,Ownership/Title Dispute,14,Disposed
21,The Nilgiris,2023,Partition Suit,10,Disposed
21,The Nilgiris,2023,Encroachment,16,Disposed
21,The Nilgiris,2023,Tenancy Dispute,10,Disposed
21,The Nilgiris,2023,Land Acquisition Compensation,16,Pending
21,The Nilgiris,2024,Boundary Dispute,13,Pending
21,The Nilgiris,2024,Ownership/Title Dispute,8,Pending
21,The Nilgiris,2024,Partition Suit,17,Disposed
21,The Nilgiris,2024,Encroachment,15,Pending
21,The Nilgiris,2024,Tenancy Dispute,7,Disposed
21,The Nilgiris,2024,Land Acquisition Compensation,11,Pending
22,Theni,2021,Boundary Dispute,12,Pending
