district,taluk,season,index,mean,median,std,min,max
"Thanjavur","Thanjavur North / West","post_monsoon_greenery","ndvi",0.5923,0.5693,0.1191,0.2326,0.8043
"Thanjavur","Thanjavur South / East","post_monsoon_greenery","ndvi",0.5291,0.5693,0.1191,0.2326,0.8043
"Tiruvarur","Tiruvarur North / West","post_monsoon_greenery","ndvi",0.5578,0.5693,0.1191,0.2326,0.8043
"Tiruvarur","Tiruvarur South / East","post_monsoon_greenery","ndvi",0.5990,0.5693,0.1191,0.2326,0.8043
"Nagapattinam","Nagapattinam North / West","post_monsoon_greenery","ndvi",0.5626,0.5693,0.1191,0.2326,0.8043
"Nagapattinam","Nagapattinam South / East","post_monsoon_greenery","ndvi",0.5330,0.5693,0.1191,0.2326,0.8043
"Mayiladuthurai","Mayiladuthurai North / West","post_monsoon_greenery","ndvi",0.5457,0.5693,0.1191,0.2326,0.8043
"Mayiladuthurai","Mayiladuthurai South / East","post_monsoon_greenery","ndvi",0.5725,0.5693,0.1191,0.2326,0.8043
"Tiruchirappalli","Tiruchirappalli North / West","post_monsoon_greenery","ndvi",0.5234,0.5693,0.1191,0.2326,0.8043
"Tiruchirappalli","Tiruchirappalli South / East","post_monsoon_greenery","ndvi",0.5998,0.5693,0.1191,0.2326,0.8043
"Perambalur","Perambalur North / West","post_monsoon_greenery","ndvi",0.5678,0.5693,0.1191,0.2326,0.8043
"Perambalur","Perambalur South / East","post_monsoon_greenery","ndvi",0.5787,0.5693,0.1191,0.2326,0.8043
"Ariyalur","Ariyalur North / West","post_monsoon_greenery","ndvi",0.5623,0.5693,0.1191,0.2326,0.8043
"Ariyalur","Ariyalur South / East","post_monsoon_greenery","ndvi",0.5990,0.5693,0.1191,0.2326,0.8043
"Pudukkottai","Pudukkottai North / West","post_monsoon_greenery","ndvi",0.5695,0.5693,0.1191,0.2326,0.8043
"Pudukkottai","Pudukkottai South / East","post_monsoon_greenery","ndvi",0.5754,0.5693,0.1191,0.2326,0.8043
"Karur","Karur North / West","post_monsoon_greenery","ndvi",0.5913,0.5693,0.1191,0.2326,0.8043
"Karur","Karur South / East","post_monsoon_greenery","ndvi",0.5913,0.5693,0.1191,0.2326,0.8043
"Madurai","Madurai North / West","post_monsoon_greenery","ndvi",0.5246,0.5693,0.1191,0.2326,0.8043
"Madurai","Madurai South / East","post_monsoon_greenery","ndvi",0.5451,0.5693,0.1191,0.2326,0.8043
"Theni","Theni North / West","post_monsoon_greenery","ndvi",0.5421,0.5693,0.1191,0.2326,0.8043
"Theni","Theni South / East","post_monsoon_greenery","ndvi",0.5229,0.5693,0.1191,0.2326,0.8043
"Dindigul","Dindigul North / West","post_monsoon_greenery","ndvi",0.5925,0.5693,0.1191,0.2326,0.8043
"Dindigul","Dindigul South / East","post_monsoon_greenery","ndvi",0.5478,0.5693,0.1191,0.2326,0.8043
"Ramanathapuram","Ramanathapuram North / West","post_monsoon_greenery","ndvi",0.5502,0.5693,0.1191,0.2326,0.8043
"Ramanathapuram","Ramanathapuram South / East","post_monsoon_greenery","ndvi",0.5304,0.5693,0.1191,0.2326,0.8043
"Sivaganga","Sivaganga North / West","post_monsoon_greenery","ndvi",0.6016,0.5693,0.1191,0.2326,0.8043
"Sivaganga","Sivaganga South / East","post_monsoon_greenery","ndvi",0.5885,0.5693,0.1191,0.2326,0.8043
"Virudhunagar","Virudhunagar North / West","post_monsoon_greenery","ndvi",0.5681,0.5693,0.1191,0.2326,0.8043
"Virudhunagar","Virudhunagar South / East","post_monsoon_greenery","ndvi",0.5841,0.5693,0.1191,0.2326,0.8043
"Tirunelveli","Tirunelveli North / West","post_monsoon_greenery","ndvi",0.5846,0.5693,0.1191,0.2326,0.8043
"Tirunelveli","Tirunelveli South / East","post_monsoon_greenery","ndvi",0.5749,0.5693,0.1191,0.2326,0.8043
"Tenkasi","Tenkasi North / West","post_monsoon_greenery","ndvi",0.5363,0.5693,0.1191,0.2326,0.8043
"Tenkasi","Tenkasi South / East","post_monsoon_greenery","ndvi",0.5800,0.5693,0.1191,0.2326,0.8043
"Thoothukudi","Thoothukudi North / West","post_monsoon_greenery","ndvi",0.5680,0.5693,0.1191,0.2326,0.8043
"Thoothukudi","Thoothukudi South / East","post_monsoon_greenery","ndvi",0.5803,0.5693,0.1191,0.2326,0.8043
"Kanyakumari","Kanyakumari North / West","post_monsoon_greenery","ndvi",0.5659,0.5693,0.1191,0.2326,0.8043
"Kanyakumari","Kanyakumari South / East","post_monsoon_greenery","ndvi",0.5989,0.5693,0.1191,0.2326,0.8043
